,Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,Goals,Shots,SoT,SoT%,G/Sh,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotCmp%,PasShoCmp%,PasMedCmp%,PasLonCmp%,Assists,PPA,CrsPA,PasAtt,PasFK,PasPress,Sw,PasCrs,CK,PaswLeft,PaswRight,PasInt,SCA,GCA,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDri%,Press,Blocks,BlkSh,BlkShSv,Int,Tkl+Int,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,DriSucc,DriAtt,DriSucc%,Carries,CarTotDist,CarPrgDist,CarDis,Rec,Rec%,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,PKcon,OG,AerWon,AerLost,AerWon%,Pos2,Value,stats_id,player_id
2198,Ionu? Radu,ROU,4.0,Inter,Serie A,25.0,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,82.6,100.0,100.0,63.6,0.0,0.0,0.0,23.0,0.0,4.0,0.0,0.0,0.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,24.0,0.0,0.0,0.0,0.0,0.0,18.0,75.0,51.0,0.0,17.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2199,2199
2199,?tefan Radu,ROU,1.0,Lazio,Serie A,35.0,10.0,6.0,556.0,0.0,0.32,0.16,50.0,0.0,23.9,0.0,0.0,0.0,43.1,81.9,91.5,83.6,50.0,0.0,0.0,0.0,52.6,0.48,4.68,0.32,1.13,0.0,36.8,6.61,1.94,0.32,0.0,0.65,0.65,0.0,0.48,33.3,8.87,1.45,0.32,0.0,1.61,2.9,5.97,27.1,29.0,7.74,0.32,0.48,66.7,35.8,173.5,75.5,0.48,38.1,95.9,0.32,0.0,0.0,0.81,0.97,0.0,1.13,0.0,0.0,2.1,1.77,54.2,,0.0,2200,2200
2200,Boris Radunovi?,SRB,4.0,Cagliari,Serie A,26.0,3.0,3.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3,56.3,100.0,100.0,43.0,0.0,0.0,0.0,34.3,3.0,3.67,0.67,0.0,0.0,1.0,25.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,35.7,0.0,0.0,0.0,0.0,0.0,14.0,59.3,30.3,0.0,13.0,100.0,0.0,0.33,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2201,2201
2201,Sidney Raebiger,GER,2.0,RB Leipzig,Bundesliga,17.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,17.0,7.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2202,2202
2202,Rafinha,BRA,2.0,Real Sociedad,La Liga,29.0,17.0,13.0,1050.0,0.09,1.2,0.17,14.3,0.07,16.6,0.09,0.0,0.0,50.4,86.8,91.5,90.2,69.1,0.0,1.11,0.17,58.1,1.37,13.5,1.45,0.94,0.94,47.5,7.09,1.37,2.56,0.09,1.54,1.37,0.94,1.28,55.6,24.9,2.14,0.17,0.0,1.88,5.73,1.2,12.2,43.5,22.5,1.37,2.48,55.2,53.2,274.7,161.6,2.31,50.9,90.9,0.26,0.0,0.0,1.97,3.93,0.0,0.94,0.0,0.0,1.45,1.88,43.6,FW,0.0,2203,2203
2203,Rafinha,BRA,3.0,Paris S-G,Ligue 1,29.0,5.0,3.0,220.0,0.0,2.08,0.0,0.0,0.0,18.8,0.42,0.0,0.0,70.0,90.8,91.1,94.0,81.8,0.0,0.0,0.0,77.1,0.83,13.3,0.42,0.0,0.42,65.8,9.58,2.92,3.33,0.0,0.83,2.5,1.25,1.25,33.3,29.6,2.08,0.0,0.0,1.67,6.25,0.42,7.5,56.7,35.4,2.08,3.75,55.6,74.2,381.3,230.8,1.25,76.7,91.1,0.0,0.0,0.0,1.67,3.75,0.0,0.0,0.0,0.0,0.83,0.42,66.7,MF,0.0,2204,2204
2204,Antonio Raillo,ESP,1.0,Mallorca,La Liga,30.0,17.0,17.0,1530.0,0.12,0.53,0.18,33.3,0.22,9.9,0.0,0.0,0.0,31.3,86.4,93.1,92.6,66.4,0.0,0.0,0.0,36.2,1.88,4.29,0.94,0.06,0.0,5.53,26.4,0.53,0.18,0.0,1.0,0.18,0.0,0.24,57.1,8.71,1.65,0.88,0.0,1.59,2.76,9.0,29.4,18.7,2.29,0.0,0.0,0.0,23.7,180.7,98.0,0.06,25.5,97.1,0.47,0.0,0.0,1.53,0.82,0.06,0.06,0.0,0.06,2.29,2.18,51.3,,0.0,2205,2205
2205,Antonio Raimondo,ITA,3.0,Bologna,Serie A,18.0,1.0,1.0,74.0,0.0,2.5,1.25,50.0,0.0,15.6,0.0,0.0,0.0,12.5,76.9,100.0,80.0,0.0,0.0,0.0,0.0,16.3,0.0,1.25,0.0,0.0,0.0,7.5,5.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,1.25,6.25,12.5,13.8,0.0,3.75,0.0,17.5,38.8,13.8,5.0,25.0,48.8,0.0,0.0,0.0,3.75,0.0,3.75,0.0,0.0,0.0,1.25,5.0,20.0,,700000.0,2206,2206
2206,Predrag Rajkovi?,SRB,4.0,Reims,Ligue 1,26.0,38.0,38.0,3420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.4,70.7,99.4,97.5,50.8,0.0,0.08,0.0,33.1,2.95,2.32,0.71,0.0,0.0,4.18,21.9,0.16,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.05,0.0,0.0,0.0,0.0,31.3,36.2,0.24,0.05,0.0,0.0,0.0,16.4,91.2,46.7,0.0,14.1,99.6,0.08,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.03,0.0,,0.0,2207,2207
2207,Jesuran Rak Sakyi,ENG,3.0,Crystal Palace,Premier League,19.0,2.0,1.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.8,83.3,89.5,85.7,100.0,0.0,0.0,0.0,33.3,2.22,18.9,1.11,1.11,0.0,30.0,3.33,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2,2.22,0.0,0.0,3.33,3.33,1.11,7.78,23.3,16.7,0.0,2.22,0.0,31.1,195.6,105.6,1.11,31.1,80.0,0.0,0.0,0.0,1.11,4.44,0.0,1.11,0.0,0.0,0.0,1.11,0.0,MF,0.0,2208,2208
2208,Ivan Rakiti?,CRO,2.0,Sevilla,La Liga,34.0,35.0,26.0,2182.0,0.17,1.2,0.41,34.5,0.1,21.4,0.17,0.04,0.08,57.7,84.5,92.2,90.1,69.7,0.25,0.66,0.12,68.3,3.72,7.11,4.71,1.24,2.15,7.56,55.9,1.45,3.1,0.41,0.54,0.87,0.25,0.7,44.7,15.0,1.94,0.41,0.0,1.07,2.73,2.36,17.3,46.5,18.1,0.29,0.83,35.0,50.7,194.6,88.3,0.7,55.6,93.0,0.21,0.0,0.0,1.74,1.86,0.0,1.24,0.0,0.0,1.49,1.61,48.0,,0.0,2209,2209
2209,Diant Ramaj,GER,4.0,Eint Frankfurt,Bundesliga,20.0,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,70.0,100.0,100.0,33.3,0.0,0.0,0.0,40.0,4.0,5.0,0.0,0.0,0.0,7.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,46.0,0.0,0.0,0.0,0.0,0.0,23.0,105.0,42.0,0.0,20.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,750000.0,2210,2210
2210,Jonás Ramalho,ESP,1.0,Osasuna,La Liga,28.0,3.0,3.0,243.0,0.0,0.74,0.0,0.0,0.0,22.1,0.0,0.0,0.0,35.9,74.6,87.2,78.3,52.9,0.0,0.37,0.0,48.1,0.0,8.15,0.37,1.11,0.0,1.48,34.1,0.37,0.37,0.0,0.74,0.37,0.0,0.74,66.7,10.4,2.59,0.37,0.0,3.7,4.81,4.07,19.3,34.1,9.26,0.0,0.74,0.0,32.2,143.0,60.0,0.37,33.0,91.8,0.0,0.0,0.0,0.37,0.0,0.0,1.11,0.0,0.0,3.33,1.85,64.3,,0.0,2211,2211
2211,Adil Rami,FRA,1.0,Troyes,Ligue 1,36.0,17.0,14.0,1171.0,0.23,0.46,0.23,50.0,0.5,6.4,0.0,0.0,0.0,33.8,84.8,90.1,90.9,71.6,0.0,0.15,0.0,39.9,1.23,4.54,2.62,0.0,0.0,4.46,33.0,0.54,0.38,0.0,0.77,0.54,0.08,0.92,80.0,6.54,1.15,0.62,0.0,1.38,2.77,8.38,30.0,18.0,2.15,0.31,0.46,66.7,28.5,143.4,72.2,0.15,31.1,96.7,0.08,0.0,0.0,0.62,0.38,0.0,0.0,0.0,0.0,1.85,1.0,64.9,,300000.0,2212,2212
2212,Sandro Ramírez,ESP,3.0,Getafe,La Liga,26.0,29.0,19.0,1462.0,0.19,3.09,0.86,28.0,0.06,22.5,0.43,0.0,0.0,17.7,72.8,83.0,71.7,55.8,0.0,0.31,0.06,24.3,0.19,6.54,0.49,1.73,0.25,2.59,18.4,0.86,3.27,0.12,0.12,0.37,0.25,0.12,20.0,15.5,0.93,0.25,0.0,0.31,1.05,0.49,3.15,16.9,21.7,1.17,3.46,33.9,28.9,154.3,67.7,1.3,28.1,61.9,0.43,0.0,0.0,1.98,2.96,0.68,1.73,0.0,0.0,1.05,2.41,30.4,,0.0,2213,2213
2213,Guilherme Ramos,POR,1.0,Arminia,Bundesliga,24.0,13.0,9.0,906.0,0.0,0.69,0.3,42.9,0.0,13.3,0.0,0.0,0.0,31.0,68.6,77.8,81.3,46.3,0.0,0.69,0.0,45.1,0.79,6.73,0.89,0.59,0.0,3.47,31.6,1.68,0.5,0.0,1.88,0.99,0.2,0.89,60.0,12.1,2.87,0.89,0.0,2.77,5.84,8.51,30.4,29.2,5.05,0.3,0.69,42.9,29.1,164.5,102.7,0.5,30.6,96.9,0.1,0.0,0.0,1.68,0.59,0.1,0.59,0.0,0.0,3.66,2.67,57.8,,0.0,2214,2214
2214,Sergio Ramos,ESP,1.0,Paris S-G,Ligue 1,36.0,12.0,8.0,801.0,0.22,1.35,0.45,33.3,0.17,14.2,0.0,0.0,0.0,87.2,94.4,96.1,95.9,90.5,0.0,0.34,0.0,92.4,1.57,7.53,5.73,0.0,0.0,10.3,78.5,1.35,0.56,0.11,0.79,0.79,0.11,0.9,66.7,8.54,0.67,0.22,0.0,1.01,2.7,12.0,45.3,56.6,5.62,0.45,0.45,100.0,73.8,425.1,213.5,0.22,82.0,98.3,0.34,0.11,0.11,1.35,0.45,0.11,0.0,0.0,0.0,1.57,1.01,60.9,,600000000.0,2215,2215
2215,Aaron Ramsdale,ENG,4.0,Arsenal,Premier League,24.0,34.0,34.0,3060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.2,68.2,98.9,98.3,40.9,0.0,0.0,0.0,34.0,2.44,2.59,1.03,0.0,0.0,2.44,25.4,0.5,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,29.3,36.4,0.41,0.0,0.06,0.06,100.0,20.1,104.0,54.4,0.0,17.8,99.2,0.03,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.03,0.0,,3800000000.0,2216,2216
2216,Aaron Ramsey,WAL,2.0,Juventus,Serie A,31.0,3.0,1.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.5,89.6,89.3,92.6,83.3,0.0,0.0,0.0,60.9,2.73,8.18,1.82,0.0,0.0,26.4,30.9,1.82,1.82,0.0,0.0,0.0,0.0,0.0,0.0,3.64,0.0,0.0,0.0,1.82,1.82,1.82,16.4,37.3,10.0,0.0,0.0,0.0,42.7,140.9,56.4,0.91,53.6,96.7,0.0,0.0,0.0,0.91,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,300000000.0,2217,2217
2217,Jacob Ramsey,ENG,2.0,Aston Villa,Premier League,21.0,34.0,29.0,2467.0,0.22,1.24,0.4,32.4,0.18,17.8,0.0,0.0,0.0,32.8,86.2,89.7,89.5,80.8,0.04,0.8,0.11,38.0,0.29,6.35,0.58,0.58,0.0,6.57,29.6,0.99,2.3,0.11,1.28,0.99,0.15,0.8,37.3,20.0,1.5,0.26,0.0,1.39,3.8,1.9,10.5,27.4,17.8,0.88,1.46,60.0,37.0,240.1,133.8,1.64,36.2,86.8,0.22,0.0,0.0,1.5,1.9,0.04,0.58,0.0,0.0,0.8,1.28,38.6,,3200000000.0,2218,2218
2218,Luca Ranieri,ITA,1.0,Salernitana,Serie A,23.0,27.0,25.0,2103.0,0.04,0.38,0.17,44.4,0.11,15.7,0.0,0.0,0.0,29.7,70.7,87.2,73.1,45.9,0.0,0.85,0.51,41.9,1.03,4.4,0.38,1.84,0.04,29.4,2.74,1.88,0.98,0.04,1.2,0.34,0.21,0.73,50.0,9.15,1.84,0.34,0.0,1.79,3.55,4.19,15.6,25.2,12.8,0.9,1.58,56.8,26.4,124.2,76.3,0.43,28.5,90.4,0.38,0.0,0.0,0.81,0.43,0.09,1.84,0.0,0.0,1.15,1.11,50.9,,230000000.0,2219,2219
2219,Andrea Ranocchia,ITA,1.0,Inter,Serie A,34.0,6.0,3.0,341.0,0.0,0.53,0.26,50.0,0.0,6.5,0.0,0.0,0.0,46.6,95.2,92.5,98.9,92.7,0.0,0.26,0.0,48.9,1.58,5.79,0.26,0.26,0.0,5.26,40.0,0.79,0.26,0.0,1.84,0.0,0.26,0.26,33.3,12.6,1.05,0.79,0.0,1.58,3.68,11.8,34.2,25.8,1.84,0.0,0.0,0.0,38.7,190.3,88.7,0.0,40.8,98.7,0.26,0.0,0.0,1.32,0.53,0.26,0.26,0.0,0.0,4.21,1.58,72.7,,0.0,2220,2220
2220,Tobias Raschl,GER,2.0,Greuther Fürth,Bundesliga,22.0,10.0,7.0,597.0,0.0,0.76,0.15,20.0,0.0,23.7,0.0,0.0,0.0,31.8,79.5,87.9,83.8,59.4,0.15,0.15,0.0,40.0,1.06,7.42,0.45,0.0,0.0,5.15,34.4,2.58,0.76,0.15,1.06,1.06,0.15,0.61,44.4,21.2,1.52,0.15,0.0,1.36,3.64,1.36,14.1,33.3,10.9,1.21,2.58,47.1,36.7,238.8,141.5,1.97,35.0,91.3,0.0,0.0,0.0,1.06,1.52,0.15,0.0,0.15,0.0,0.0,1.21,0.0,,0.0,2221,2221
2221,Elba Rashani,KVX,3.0,Clermont Foot,Ligue 1,29.0,29.0,22.0,1759.0,0.41,1.54,0.62,40.0,0.27,13.5,0.0,0.0,0.0,22.6,77.1,87.7,76.5,52.6,0.15,0.56,0.31,29.3,0.0,5.95,0.51,1.49,0.21,21.4,5.38,1.38,1.59,0.21,0.72,1.08,0.21,0.87,31.5,23.7,2.0,0.21,0.0,1.33,3.33,1.74,8.1,20.3,17.0,1.03,1.9,54.1,29.6,142.9,76.0,2.41,28.8,75.1,0.15,0.0,0.0,2.05,1.54,0.26,1.49,0.0,0.0,1.23,2.31,34.8,MF,0.0,2222,2222
2222,Marcus Rashford,ENG,3.0,Manchester Utd,Premier League,24.0,25.0,13.0,1235.0,0.29,1.61,0.88,54.5,0.18,17.5,0.07,0.0,0.0,21.7,70.4,78.4,69.4,45.5,0.15,0.8,0.22,30.8,0.15,5.62,0.22,1.82,0.0,2.85,25.3,1.61,2.12,0.22,0.15,0.36,0.07,0.22,17.6,18.5,0.8,0.07,0.0,0.88,1.46,0.58,4.53,17.9,23.6,1.46,3.8,38.5,29.7,140.7,86.3,2.48,34.6,66.6,0.15,0.0,0.0,0.95,1.53,1.02,1.82,0.0,0.0,1.09,2.12,34.1,MF,8000000000.0,2223,2223
2223,Milot Rashica,KVX,3.0,Norwich City,Premier League,25.0,31.0,25.0,2229.0,0.04,1.81,0.65,35.6,0.02,21.4,0.28,0.0,0.0,15.2,63.0,78.4,68.2,40.6,0.08,0.89,0.32,24.1,0.93,4.35,1.69,3.23,1.69,4.15,17.6,1.01,2.26,0.16,0.6,0.52,0.2,0.56,41.2,13.2,1.09,0.12,0.0,1.45,2.78,1.69,8.31,15.3,18.7,0.97,3.23,30.0,25.8,188.3,121.9,2.18,23.4,65.9,0.0,0.0,0.0,1.13,2.1,0.52,3.23,0.0,0.0,0.69,1.53,30.9,MF,750000000.0,2224,2224
2224,Giacomo Raspadori,ITA,2.0,Sassuolo,Serie A,22.0,36.0,32.0,2740.0,0.33,2.37,0.82,34.7,0.14,17.1,0.1,0.0,0.0,27.8,78.5,88.6,82.3,59.6,0.13,1.15,0.07,35.4,0.86,7.86,1.32,0.89,1.32,10.3,23.9,1.55,3.29,0.39,0.2,0.56,0.36,0.23,25.9,14.0,0.89,0.13,0.0,0.76,1.88,0.66,6.88,21.8,21.3,0.89,1.64,54.0,34.1,168.4,68.5,2.17,34.7,80.2,0.3,0.03,0.03,0.95,1.28,0.16,0.89,0.0,0.0,0.26,0.92,22.2,FW,3500000000.0,2225,2225
2225,Raúl,ESP,3.0,Betis,La Liga,21.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,,0.0,2226,2226
2226,David Raum,GER,1.0,Hoffenheim,Bundesliga,24.0,32.0,31.0,2757.0,0.1,0.82,0.26,32.0,0.12,19.7,0.16,0.0,0.0,48.2,74.2,86.3,82.2,51.3,0.36,2.45,1.76,65.0,1.63,7.81,2.58,5.95,3.4,48.3,4.51,2.39,4.18,0.59,1.14,0.56,0.39,1.08,48.5,13.5,1.67,0.13,0.0,1.47,3.56,2.68,20.3,30.5,28.5,1.01,2.06,49.2,41.4,200.7,115.8,0.65,44.5,89.7,0.16,0.0,0.0,0.95,1.11,0.23,5.95,0.0,0.03,1.14,1.21,48.6,,2000000000.0,2227,2227
2227,Nicola Ravaglia,ITA,4.0,Sampdoria,Serie A,33.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,50.0,0.0,0.0,50.0,0.0,0.0,0.0,40.0,0.0,10.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,40.0,0.0,0.0,0.0,0.0,0.0,20.0,60.0,20.0,0.0,20.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,100000.0,2228,2228
2228,David Raya,ESP,4.0,Brentford,Premier League,26.0,24.0,24.0,2160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.4,67.1,100.0,97.9,48.9,0.0,0.04,0.0,43.8,3.33,3.33,2.08,0.0,0.0,3.21,32.4,0.75,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,37.3,45.3,1.21,0.0,0.0,0.0,0.0,22.5,115.8,56.5,0.0,22.9,99.8,0.04,0.0,0.0,0.04,0.08,0.0,0.0,0.04,0.0,0.0,0.0,0.0,,2500000000.0,2229,2229
2229,Ante Rebi?,CRO,3.0,Milan,Serie A,28.0,24.0,6.0,891.0,0.2,3.03,0.61,20.0,0.07,15.4,0.0,0.0,0.0,19.8,64.5,73.9,60.3,59.6,0.2,2.73,0.81,30.7,0.0,5.86,1.11,3.33,0.0,7.58,20.5,2.53,5.35,0.3,0.4,0.61,0.61,0.61,33.3,23.0,1.62,0.0,0.0,0.2,1.82,0.81,2.63,16.4,29.7,2.02,3.33,60.6,32.1,184.0,111.2,2.83,33.4,70.6,0.2,0.0,0.0,1.72,0.91,0.71,3.33,0.0,0.0,1.11,2.53,30.6,,0.0,2230,2230
2230,Arkadiusz Reca,POL,1.0,Spezia,Serie A,26.0,25.0,22.0,1772.0,0.0,0.41,0.2,50.0,0.0,20.2,0.0,0.0,0.0,31.8,70.4,82.3,75.4,48.8,0.1,0.86,0.56,45.1,0.41,6.04,0.61,1.83,0.0,24.8,8.07,2.28,1.37,0.1,1.22,0.36,0.25,1.02,51.3,13.4,1.93,0.3,0.0,2.34,4.16,4.52,23.1,24.7,13.0,0.66,1.22,54.2,31.0,202.8,116.7,0.71,30.0,90.4,0.15,0.0,0.0,1.22,0.71,0.0,1.83,0.05,0.0,1.32,1.57,45.6,,300000000.0,2231,2231
2231,Lluís Recasens,ESP,1.0,Espanyol,La Liga,20.0,1.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,66.7,50.0,83.3,66.7,0.0,0.0,0.0,24.0,0.0,2.0,0.0,0.0,0.0,4.0,16.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,6.0,10.0,20.0,14.0,0.0,0.0,0.0,0.0,14.0,56.0,28.0,0.0,16.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,100.0,,0.0,2232,2232
2232,Nathan Redmond,ENG,2.0,Southampton,Premier League,28.0,27.0,20.0,1833.0,0.05,1.23,0.44,36.0,0.04,20.0,0.05,0.0,0.0,25.0,70.4,83.0,70.0,43.0,0.25,2.16,0.69,35.6,0.1,7.6,0.59,2.5,0.64,3.09,30.1,1.76,3.24,0.39,0.29,0.49,0.2,0.25,22.7,17.8,1.67,0.1,0.0,1.03,2.01,1.27,6.72,19.6,22.0,1.08,1.91,56.4,30.7,190.3,106.3,0.93,30.6,74.4,0.0,0.0,0.0,0.83,0.98,0.15,2.5,0.0,0.0,0.78,2.3,25.4,FW,950000000.0,2233,2233
2233,Sergio Reguilón,ESP,1.0,Tottenham,Premier League,25.0,25.0,22.0,1916.0,0.09,0.99,0.42,42.9,0.1,14.9,0.0,0.0,0.0,34.9,75.5,84.8,78.5,54.5,0.14,1.36,0.94,46.3,0.85,4.6,1.36,2.77,0.47,34.7,2.82,1.6,2.44,0.23,1.03,0.89,0.28,1.08,59.0,14.0,1.5,0.33,0.0,1.97,4.18,3.52,16.5,23.4,21.7,0.85,2.25,37.5,35.6,163.4,91.4,0.94,35.3,86.8,0.19,0.0,0.0,1.17,1.31,0.05,2.77,0.0,0.0,1.46,1.13,56.4,,1500000000.0,2234,2234
2234,Manolo Reina,ESP,4.0,Mallorca,La Liga,37.0,21.0,21.0,1890.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,62.5,98.6,100.0,42.8,0.0,0.05,0.0,30.5,4.14,1.71,1.19,0.0,0.0,2.33,23.3,0.29,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,28.7,32.1,0.19,0.0,0.0,0.0,0.0,13.0,82.5,50.6,0.0,11.0,100.0,0.24,0.05,0.0,0.0,0.29,0.0,0.0,0.0,0.05,0.0,0.0,0.0,,0.0,2235,2235
2235,Pepe Reina,ESP,4.0,Lazio,Serie A,39.0,15.0,15.0,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5,81.5,100.0,98.8,62.9,0.07,0.0,0.0,35.0,1.87,2.67,0.87,0.0,0.0,4.47,24.8,0.67,0.13,0.07,0.0,0.0,0.07,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.07,34.3,36.9,0.07,0.07,0.0,0.0,0.0,20.3,105.7,65.7,0.07,20.7,99.0,0.2,0.0,0.0,0.07,0.07,0.0,0.0,0.07,0.0,0.0,0.0,0.0,,700000.0,2236,2236
2236,Jeff Reine-Adélaïde,FRA,2.0,Lyon,Ligue 1,24.0,10.0,1.0,198.0,0.0,1.36,0.45,33.3,0.0,23.1,0.0,0.0,0.0,65.9,85.8,90.8,93.3,56.0,0.45,1.36,0.0,76.8,2.27,10.0,1.82,0.0,0.91,5.91,69.1,0.91,5.91,0.91,1.82,0.45,0.0,0.91,33.3,24.1,2.27,0.0,0.0,0.91,3.18,3.64,18.2,58.2,21.4,2.73,5.0,54.5,75.5,363.2,220.5,2.27,70.5,90.6,0.0,0.0,0.0,1.82,1.82,0.45,0.0,0.0,0.0,0.45,0.91,33.3,,700000000.0,2237,2237
2237,Reinier,BRA,3.0,Dortmund,Bundesliga,20.0,13.0,1.0,162.0,0.0,0.56,0.0,0.0,0.0,8.5,0.0,0.0,0.0,36.7,80.5,92.7,81.5,50.0,0.0,0.0,0.0,45.6,0.56,13.9,2.22,0.56,0.0,3.89,40.0,1.67,1.67,0.0,1.67,1.11,1.11,0.56,100.0,27.8,1.11,0.0,0.0,2.22,6.11,0.0,6.11,36.1,19.4,1.67,1.67,100.0,38.9,182.2,78.9,3.33,43.3,72.2,0.0,0.0,0.0,1.67,1.11,0.0,0.56,0.0,0.0,0.0,3.33,0.0,MF,300000000.0,2238,2238
2238,Karim Rekik,NED,1.0,Sevilla,La Liga,27.0,18.0,11.0,1098.0,0.0,0.33,0.0,0.0,0.0,8.3,0.0,0.0,0.0,56.8,91.5,92.7,95.1,77.8,0.16,0.33,0.08,62.0,0.41,5.33,0.66,0.41,0.0,45.4,9.67,0.57,1.31,0.16,0.74,0.74,0.08,0.49,54.5,9.84,1.23,0.49,0.0,1.23,2.79,6.56,32.7,34.1,7.3,0.57,0.82,70.0,51.7,195.2,95.3,0.57,52.0,94.6,0.16,0.0,0.0,1.48,0.74,0.08,0.41,0.0,0.0,2.3,1.56,59.6,,400000000.0,2239,2239
2239,Álex Remiro,ESP,4.0,Real Sociedad,La Liga,27.0,35.0,35.0,3150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,75.4,99.5,98.8,53.8,0.0,0.0,0.0,35.7,3.09,3.2,1.17,0.0,0.0,4.2,26.4,0.37,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,34.5,37.8,0.34,0.03,0.0,0.0,0.0,19.8,89.1,44.7,0.0,19.1,99.6,0.03,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2500000000.0,2240,2240
