,Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,Goals,Shots,SoT,SoT%,G/Sh,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotCmp%,PasShoCmp%,PasMedCmp%,PasLonCmp%,Assists,PPA,CrsPA,PasAtt,PasFK,PasPress,Sw,PasCrs,CK,PaswLeft,PaswRight,PasInt,SCA,GCA,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDri%,Press,Blocks,BlkSh,BlkShSv,Int,Tkl+Int,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,DriSucc,DriAtt,DriSucc%,Carries,CarTotDist,CarPrgDist,CarDis,Rec,Rec%,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,PKcon,OG,AerWon,AerLost,AerWon%,Pos2,Value,stats_id,player_id
612,Patrick Cutrone,ITA,3.0,Empoli,Serie A,24.0,28.0,15.0,1401.0,0.19,3.27,0.96,29.4,0.06,15.2,0.0,0.0,0.0,11.0,68.0,78.0,71.3,55.6,0.0,0.45,0.06,16.2,0.06,3.97,0.38,1.28,0.0,2.69,12.1,0.77,1.54,0.19,0.19,0.13,0.19,0.13,40.0,14.2,0.71,0.13,0.0,0.51,1.03,0.38,1.6,9.74,17.1,0.64,1.67,38.5,18.3,98.5,41.6,0.96,19.4,50.2,0.06,0.0,0.0,0.9,1.22,1.28,1.28,0.0,0.0,0.71,2.76,20.4,,0.0,613,613
613,Wylan Cyprien,FRA,2.0,Nantes,Ligue 1,27.0,24.0,17.0,1490.0,0.12,1.27,0.48,38.1,0.1,23.4,0.18,0.0,0.0,44.0,80.7,90.5,85.0,64.1,0.18,0.96,0.18,54.6,1.99,8.86,3.19,0.78,3.01,8.55,43.9,1.45,3.07,0.48,0.66,1.02,0.24,0.24,16.0,18.7,1.02,0.42,0.06,1.14,3.07,1.51,12.4,38.9,15.1,0.66,1.27,52.4,42.0,153.7,76.5,1.2,42.3,94.0,0.18,0.0,0.0,1.27,1.2,0.06,0.78,0.0,0.0,0.54,0.96,36.0,,300000000.0,614,614
614,Rafael Czichos,GER,1.0,Köln,Bundesliga,32.0,17.0,16.0,1402.0,0.0,0.13,0.0,0.0,0.0,6.1,0.0,0.0,0.0,56.0,83.8,81.5,92.0,75.7,0.06,0.26,0.0,66.8,3.01,7.5,1.99,0.26,0.0,55.2,5.38,1.47,0.45,0.13,1.09,0.64,0.13,0.71,33.3,10.0,2.18,0.96,0.0,2.44,4.29,11.0,47.0,34.9,2.37,0.13,0.19,66.7,47.2,341.0,189.9,0.19,50.4,97.6,0.26,0.0,0.0,1.28,0.71,0.0,0.26,0.0,0.06,3.72,2.63,58.6,,0.0,615,615
615,Lennart-Marten Czyborra,GER,1.0,Arminia,Bundesliga,23.0,4.0,1.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3,50.9,77.8,45.5,41.7,0.0,0.67,0.67,38.0,1.33,6.67,0.0,2.0,0.0,20.7,2.67,2.0,0.67,0.0,0.67,0.0,0.0,0.0,0.0,11.3,0.0,0.0,0.0,4.0,4.67,3.33,13.3,22.7,12.0,1.33,2.0,66.7,20.0,104.7,63.3,1.33,17.3,100.0,0.67,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.67,0.0,,0.0,616,616
616,Danilo D'Ambrosio,ITA,1.0,Inter,Serie A,33.0,20.0,9.0,1000.0,0.09,1.26,0.27,21.4,0.07,9.0,0.0,0.0,0.0,58.9,88.7,93.6,93.7,71.0,0.09,0.27,0.0,66.4,1.62,5.32,2.25,0.45,0.0,18.2,44.4,0.81,0.72,0.27,1.44,0.99,0.18,0.72,40.0,10.3,2.43,0.9,0.09,0.9,3.51,9.19,37.3,35.6,8.74,0.27,0.27,100.0,55.0,244.5,122.7,0.54,57.2,96.2,0.18,0.0,0.0,1.35,0.45,0.09,0.45,0.0,0.0,2.16,1.62,57.1,,200000000.0,617,617
617,Lucas Da Cunha,FRA,3.0,Clermont Foot,Ligue 1,20.0,15.0,11.0,836.0,0.22,2.04,0.65,31.6,0.11,18.6,0.0,0.0,0.0,30.0,83.5,90.7,83.0,72.2,0.0,1.08,0.54,35.9,0.54,8.82,1.94,1.83,1.51,28.9,4.52,1.08,2.8,0.11,0.43,0.86,0.43,0.75,41.2,24.5,1.4,0.0,0.0,0.75,2.47,0.75,7.1,24.6,21.2,2.8,4.09,68.4,35.8,204.0,103.7,2.9,34.3,79.4,0.0,0.0,0.0,0.65,0.86,0.11,1.83,0.0,0.0,0.97,1.72,36.0,MF,0.0,618,618
618,Lucas Da Cunha,FRA,2.0,Nice,Ligue 1,20.0,10.0,5.0,393.0,0.0,2.5,0.68,27.3,0.0,22.5,0.23,0.0,0.0,27.7,73.1,85.7,70.5,57.9,0.23,1.36,0.91,38.0,0.91,5.23,2.27,2.95,2.95,30.5,5.45,2.5,4.77,0.23,0.68,1.59,0.91,1.59,53.8,18.4,0.45,0.0,0.0,0.45,3.64,0.68,5.0,21.1,27.3,1.82,3.18,57.1,36.4,243.2,150.5,1.36,30.7,81.8,0.0,0.0,0.0,0.68,1.14,0.0,2.95,0.0,0.0,1.14,1.59,41.7,,0.0,619,619
619,Damien Da Silva,FRA,1.0,Lyon,Ligue 1,34.0,17.0,13.0,1126.0,0.0,0.96,0.08,8.3,0.0,9.9,0.0,0.0,0.0,63.0,89.2,93.7,94.6,74.8,0.0,0.4,0.0,70.6,0.88,6.4,1.6,0.08,0.0,1.04,65.0,0.8,0.64,0.0,0.56,0.4,0.08,0.4,62.5,8.72,1.68,0.72,0.0,2.56,3.6,10.3,41.8,41.8,3.04,0.08,0.16,50.0,54.6,322.2,166.3,0.08,60.7,98.7,0.4,0.08,0.08,1.6,0.4,0.0,0.08,0.08,0.0,3.44,1.84,65.2,,0.0,620,620
620,Moanes Dabbur,ISR,3.0,Hoffenheim,Bundesliga,30.0,27.0,17.0,1310.0,0.21,2.26,0.62,27.3,0.09,12.0,0.0,0.0,0.0,24.7,74.9,79.8,81.8,54.3,0.27,0.75,0.21,33.0,0.07,9.59,0.21,0.68,0.07,2.74,26.8,2.47,2.33,0.48,0.14,0.41,0.55,0.14,22.2,18.8,0.75,0.14,0.0,0.96,2.05,0.34,4.18,23.2,21.8,1.44,2.81,51.2,29.9,91.1,47.0,3.36,33.4,72.8,0.34,0.0,0.0,2.19,1.64,0.14,0.68,0.0,0.0,1.1,2.81,28.1,MF,0.0,621,621
621,Colin Dagba,FRA,1.0,Paris S-G,Ligue 1,23.0,3.0,2.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.1,91.4,94.7,91.2,75.0,0.0,1.67,1.11,77.8,0.56,4.44,0.0,3.33,0.0,6.67,62.2,1.11,1.67,0.0,1.11,0.56,0.0,1.11,33.3,16.1,2.22,1.11,0.0,1.67,3.33,2.78,9.44,44.4,41.7,0.56,1.67,33.3,66.7,359.4,215.0,1.67,70.0,92.0,0.56,0.0,0.0,2.78,1.11,0.0,3.33,0.0,0.0,0.56,0.56,50.0,,500000000.0,622,622
622,Finn Dahmen,GER,4.0,Mainz 05,Bundesliga,24.0,2.0,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.5,78.8,94.1,97.3,42.3,0.0,0.0,0.0,40.0,2.0,4.0,0.0,0.0,0.0,8.5,26.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,41.5,0.0,0.0,0.0,0.0,0.0,20.5,82.0,44.5,0.0,21.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,100000000.0,623,623
623,Mahmoud Dahoud,GER,2.0,Dortmund,Bundesliga,26.0,22.0,20.0,1658.0,0.11,1.2,0.22,18.2,0.09,22.3,0.0,0.0,0.0,46.0,79.2,85.3,87.2,57.4,0.16,1.14,0.16,58.1,0.92,11.0,1.96,0.76,0.71,6.74,48.9,2.39,2.88,0.27,0.76,1.47,0.16,0.92,39.5,18.6,1.58,0.16,0.0,1.68,4.08,2.55,14.7,41.6,17.2,1.25,1.96,63.9,47.0,218.0,104.8,1.03,48.7,92.6,0.38,0.05,0.05,1.09,0.92,0.0,0.76,0.0,0.0,0.65,0.6,52.2,,1200000000.0,624,624
624,Patson Daka,ZAM,3.0,Leicester City,Premier League,23.0,23.0,13.0,1159.0,0.39,2.02,1.16,57.7,0.19,15.4,0.0,0.0,0.0,13.3,77.1,84.1,77.9,80.0,0.23,0.31,0.08,17.3,0.0,5.35,0.0,0.31,0.0,3.88,11.3,1.09,1.86,0.54,0.31,0.7,0.31,0.08,7.7,18.1,0.85,0.0,0.0,0.23,1.55,0.78,2.79,14.3,13.5,0.23,1.4,16.7,16.3,50.2,26.7,1.78,19.4,47.8,0.16,0.0,0.0,1.55,1.24,0.54,0.31,0.0,0.0,1.71,3.8,31.0,,2000000000.0,625,625
625,Stuart Dallas,NIR,1.0,Leeds United,Premier League,31.0,34.0,34.0,2919.0,0.03,0.96,0.25,25.8,0.03,21.1,0.0,0.0,0.0,40.5,78.8,91.0,83.5,50.5,0.03,0.9,0.15,51.4,1.39,6.82,1.88,1.33,1.7,9.01,32.6,1.51,1.98,0.09,1.82,0.77,0.19,1.48,41.7,16.4,1.98,0.49,0.03,2.41,5.19,3.24,21.1,30.4,16.6,0.62,1.2,51.3,35.3,205.3,119.0,1.17,34.0,88.0,0.15,0.0,0.0,1.17,1.2,0.06,1.33,0.03,0.0,1.23,1.02,54.8,MF,200000000.0,626,626
626,Diogo Dalot,POR,1.0,Manchester Utd,Premier League,23.0,24.0,19.0,1801.0,0.0,0.65,0.2,30.8,0.0,21.2,0.0,0.0,0.0,46.7,79.8,86.8,84.6,61.7,0.0,1.3,0.45,58.5,0.55,7.15,2.25,2.3,0.1,4.75,41.9,2.15,1.85,0.25,1.7,0.75,0.45,1.35,61.4,11.6,1.85,0.6,0.15,2.2,5.1,4.5,23.1,33.9,16.9,0.8,1.4,57.1,42.0,198.4,117.5,0.75,41.2,92.9,0.2,0.0,0.0,1.0,0.35,0.05,2.3,0.0,0.0,1.9,1.1,63.3,,3500000000.0,627,627
627,Mikkel Damsgaard,DEN,2.0,Sampdoria,Serie A,21.0,11.0,6.0,578.0,0.0,1.72,0.31,18.2,0.0,19.1,0.16,0.0,0.0,31.7,75.7,84.1,76.3,57.6,0.0,1.41,0.16,41.9,0.16,10.0,0.31,1.41,0.0,5.31,33.8,1.88,3.91,0.16,1.88,0.94,0.63,1.72,37.9,26.9,2.03,0.16,0.0,1.56,5.0,1.72,10.0,26.7,24.4,2.34,3.59,65.2,41.3,189.1,101.4,2.19,38.0,82.4,0.16,0.0,0.0,1.56,1.56,0.0,1.41,0.0,0.0,0.63,0.63,50.0,FW,1500000000.0,628,628
628,Flavius Daniliuc,AUT,1.0,Nice,Ligue 1,21.0,24.0,14.0,1293.0,0.0,0.28,0.0,0.0,0.0,10.4,0.0,0.0,0.0,53.7,89.5,92.6,91.4,80.6,0.0,0.28,0.21,60.0,0.9,6.67,1.32,0.42,0.0,6.67,44.7,1.53,0.56,0.0,2.22,0.83,0.21,1.39,55.6,16.4,2.15,0.63,0.0,1.67,4.93,5.83,31.8,35.6,6.39,0.56,0.9,61.5,45.1,252.9,124.6,0.35,42.9,96.3,0.28,0.0,0.0,1.32,0.42,0.07,0.42,0.0,0.0,1.74,1.6,52.1,,800000000.0,629,629
629,Danilo,BRA,1.0,Juventus,Serie A,30.0,22.0,22.0,1893.0,0.05,0.67,0.14,21.4,0.07,19.0,0.0,0.0,0.0,60.1,87.0,94.1,91.3,66.8,0.1,0.76,0.24,69.0,1.76,5.29,1.48,0.62,0.0,5.29,54.1,1.33,1.76,0.14,1.05,0.62,0.14,0.76,57.1,7.71,1.43,0.62,0.0,1.86,3.67,5.52,28.1,43.7,10.8,0.19,0.43,44.4,49.1,190.2,105.8,0.38,52.2,97.7,0.29,0.0,0.0,1.0,0.52,0.0,0.62,0.0,0.0,1.9,1.1,63.5,MF,2500000000.0,630,630
630,Kevin Danso,AUT,1.0,Lens,Ligue 1,23.0,33.0,32.0,2790.0,0.06,0.42,0.13,30.8,0.15,10.5,0.0,0.0,0.0,52.3,88.1,91.5,92.7,74.3,0.06,0.06,0.0,59.3,1.68,4.81,1.19,0.03,0.0,5.52,49.1,0.84,0.52,0.13,1.16,0.55,0.03,0.81,59.5,9.77,1.65,0.87,0.0,2.42,4.16,9.58,36.5,37.1,1.52,0.23,0.42,53.8,45.5,332.9,177.4,0.26,46.6,98.1,0.29,0.06,0.03,1.58,1.42,0.03,0.03,0.0,0.0,2.74,1.1,71.4,,1600000000.0,631,631
631,Dante,BRA,1.0,Nice,Ligue 1,38.0,34.0,33.0,2870.0,0.0,0.41,0.06,15.4,0.0,13.4,0.0,0.0,0.0,67.3,90.7,96.1,94.6,76.5,0.0,0.16,0.03,74.2,1.38,5.89,1.66,0.09,0.0,60.4,10.3,1.13,0.75,0.09,0.97,0.5,0.03,0.56,69.2,6.87,1.76,0.97,0.0,1.88,3.39,9.78,39.6,45.8,2.04,0.22,0.25,87.5,60.0,286.4,138.9,0.06,63.2,99.4,0.22,0.09,0.03,0.75,0.38,0.0,0.09,0.0,0.0,2.07,0.75,73.3,,700000.0,632,632
632,Ebrima Darboe,GAM,2.0,Roma,Serie A,20.0,1.0,1.0,63.0,0.0,1.43,0.0,0.0,0.0,17.0,0.0,0.0,0.0,54.3,95.0,100.0,90.9,100.0,0.0,0.0,0.0,57.1,4.29,10.0,4.29,0.0,0.0,4.29,51.4,2.86,0.0,0.0,0.0,2.86,0.0,0.0,0.0,14.3,0.0,0.0,0.0,2.86,5.71,1.43,11.4,50.0,7.14,0.0,0.0,0.0,50.0,238.6,58.6,0.0,48.6,100.0,0.0,0.0,0.0,1.43,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,200000000.0,633,633
633,Márton Dárdai,GER,1.0,Hertha BSC,Bundesliga,20.0,12.0,9.0,755.0,0.0,0.48,0.36,75.0,0.0,14.3,0.0,0.0,0.0,31.9,72.2,83.0,84.5,57.1,0.12,0.0,0.0,44.2,2.62,5.36,2.14,0.12,0.83,38.1,2.38,1.31,0.6,0.12,1.19,0.48,0.0,0.83,41.2,8.93,3.1,0.83,0.12,1.9,3.57,7.62,36.7,19.6,3.69,0.24,0.48,50.0,32.1,177.1,99.0,0.36,33.3,97.9,0.24,0.0,0.0,1.19,0.95,0.0,0.12,0.0,0.0,1.79,1.07,62.5,,400000000.0,634,634
634,Sergi Darder,ESP,2.0,Espanyol,La Liga,28.0,36.0,36.0,3125.0,0.09,1.27,0.49,38.6,0.07,23.2,0.0,0.0,0.0,41.6,82.6,90.8,88.5,63.9,0.26,1.24,0.17,50.3,1.56,9.91,2.74,1.1,0.84,4.09,44.9,1.61,2.54,0.4,0.52,0.46,0.26,0.35,24.5,15.3,0.98,0.06,0.0,1.27,2.51,1.84,12.9,37.7,14.1,1.21,1.84,65.6,43.9,271.2,149.5,1.24,45.1,93.2,0.12,0.0,0.0,1.01,1.33,0.0,1.1,0.0,0.0,0.43,0.69,38.5,,1600000000.0,635,635
635,Vladimír Darida,CZE,2.0,Hertha BSC,Bundesliga,31.0,25.0,23.0,1786.0,0.1,1.21,0.45,37.5,0.08,20.6,0.05,0.0,0.0,34.8,72.0,84.5,80.5,47.7,0.25,0.86,0.25,48.3,2.27,9.09,1.97,1.36,1.62,8.54,36.6,1.82,2.42,0.3,1.01,0.45,0.45,0.56,40.7,17.5,1.52,0.25,0.0,1.52,3.43,2.27,15.5,32.3,15.5,0.76,1.26,60.0,35.8,160.8,71.7,1.36,38.6,80.3,0.3,0.0,0.0,1.26,1.77,0.15,1.36,0.0,0.0,0.66,1.92,25.5,,0.0,636,636
636,Karl Darlow,ENG,4.0,Newcastle Utd,Premier League,31.0,8.0,8.0,720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,60.1,100.0,97.6,49.2,0.0,0.0,0.0,31.6,4.63,2.0,2.38,0.0,0.0,1.25,24.8,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.9,33.1,0.5,0.0,0.0,0.0,0.0,11.9,68.3,36.8,0.0,11.6,98.9,0.13,0.0,0.0,0.13,0.25,0.0,0.0,0.13,0.0,0.0,0.0,0.0,,0.0,637,637
637,Matteo Darmian,ITA,1.0,Inter,Serie A,32.0,25.0,18.0,1507.0,0.12,0.48,0.24,50.0,0.25,16.0,0.0,0.0,0.0,33.7,80.3,89.9,83.1,62.7,0.06,1.38,0.6,42.0,0.54,5.15,0.54,2.22,0.0,6.47,26.2,1.86,2.57,0.24,1.08,0.42,0.3,0.78,39.4,12.4,1.44,0.0,0.0,1.2,2.99,2.16,14.6,20.7,16.3,0.18,0.42,42.9,27.7,110.7,58.7,0.48,30.2,89.5,0.24,0.0,0.0,1.56,1.26,0.0,2.22,0.0,0.0,1.14,0.42,73.1,,400000000.0,638,638
638,Josh Dasilva,ENG,2.0,Brentford,Premier League,23.0,9.0,2.0,257.0,0.0,0.34,0.0,0.0,0.0,14.2,0.0,0.0,0.0,24.5,80.7,90.6,80.0,57.1,0.0,1.38,0.34,30.3,0.0,6.55,0.0,1.38,0.0,22.1,5.52,1.38,1.72,0.0,0.34,0.34,0.69,0.69,33.3,19.0,2.76,0.34,0.0,1.38,2.76,3.79,12.1,21.7,14.8,2.41,3.45,70.0,32.1,219.0,134.5,2.07,24.8,75.8,0.0,0.34,0.0,1.03,1.72,0.0,1.38,0.0,0.0,0.34,1.03,25.0,FW,900000000.0,639,639
639,Jonathan David,CAN,3.0,Lille,Ligue 1,22.0,38.0,32.0,2804.0,0.48,2.12,0.96,45.5,0.2,13.3,0.0,0.06,0.1,16.9,78.9,83.6,81.1,72.1,0.0,0.71,0.13,21.4,0.06,5.71,0.19,0.51,0.0,4.46,14.9,1.09,2.21,0.16,0.16,0.38,0.32,0.35,35.5,18.1,0.58,0.16,0.0,0.38,1.25,0.71,2.95,15.5,15.6,1.09,1.67,65.4,21.4,85.7,52.1,1.92,23.4,60.7,0.1,0.0,0.0,0.9,1.51,0.19,0.51,0.0,0.0,0.96,2.4,28.6,,6000000000.0,640,640
640,Alphonso Davies,CAN,1.0,Bayern Munich,Bundesliga,21.0,22.0,20.0,1740.0,0.0,0.93,0.31,33.3,0.0,15.7,0.0,0.0,0.0,58.2,84.1,88.3,86.6,66.1,0.16,2.12,0.83,69.2,1.3,7.51,1.55,3.11,0.0,49.6,9.43,2.69,3.11,0.26,1.19,0.73,0.26,0.88,40.5,15.6,2.28,0.05,0.0,2.18,4.35,2.49,20.9,38.7,32.0,3.68,6.22,59.2,61.0,370.3,252.7,1.71,54.6,93.5,0.16,0.0,0.0,0.78,1.61,0.16,3.11,0.0,0.0,0.78,0.83,48.4,,7000000000.0,641,641
641,Ben Davies,WAL,1.0,Tottenham,Premier League,29.0,29.0,28.0,2538.0,0.04,0.67,0.25,36.8,0.05,16.3,0.0,0.0,0.0,48.8,85.9,93.1,90.7,61.3,0.04,0.5,0.0,56.7,1.24,5.99,1.1,0.32,0.0,44.7,6.45,1.42,1.03,0.14,0.64,0.53,0.25,0.43,35.3,9.54,1.38,0.64,0.07,1.6,3.01,5.99,26.9,34.0,9.82,0.28,0.39,72.7,44.0,259.3,157.4,0.35,46.7,95.8,0.21,0.0,0.0,1.17,0.82,0.18,0.32,0.04,0.0,2.73,1.74,61.1,,2000000000.0,642,642
642,Tom Davies,ENG,2.0,Everton,Premier League,23.0,6.0,2.0,234.0,0.38,2.31,0.77,33.3,0.17,16.4,0.0,0.0,0.0,23.1,75.9,93.8,76.7,50.0,0.0,0.38,0.0,30.4,0.0,8.46,0.77,0.0,0.0,5.38,23.5,0.0,1.54,0.0,0.38,0.77,0.38,0.38,20.0,18.8,1.54,0.38,0.0,3.08,4.62,4.23,11.9,22.3,13.1,0.77,1.15,66.7,25.4,99.6,43.1,0.38,27.3,83.5,0.38,0.0,0.0,1.54,1.15,0.0,0.0,0.0,0.0,1.92,1.15,62.5,,1200000000.0,643,643
643,Keinan Davis,ENG,3.0,Aston Villa,Premier League,24.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,20.0,0.0,0.0,0.0,60.0,50.0,10.0,10.0,70.0,63.6,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,,0.0,644,644
644,Pawe? Dawidowicz,POL,1.0,Hellas Verona,Serie A,27.0,17.0,13.0,1198.0,0.0,0.38,0.0,0.0,0.0,9.5,0.0,0.0,0.0,39.5,86.2,94.2,87.0,76.1,0.0,0.23,0.0,45.9,0.9,4.66,0.6,0.3,0.0,15.0,25.3,0.9,0.68,0.08,1.2,0.68,0.45,0.98,65.0,16.4,1.8,0.83,0.0,1.65,3.98,6.54,23.5,29.1,7.82,0.3,0.38,80.0,34.5,196.1,110.1,0.15,34.1,96.2,0.23,0.0,0.0,1.95,1.13,0.0,0.3,0.08,0.0,2.33,1.73,57.4,,0.0,645,645
645,Craig Dawson,ENG,1.0,West Ham,Premier League,32.0,34.0,30.0,2754.0,0.07,0.82,0.16,20.0,0.08,7.7,0.0,0.0,0.0,33.2,82.3,91.1,90.4,65.9,0.07,0.03,0.0,40.3,0.85,5.26,1.24,0.03,0.0,1.6,33.6,0.98,0.36,0.16,0.65,0.42,0.0,0.39,44.4,6.5,2.16,1.8,0.0,0.98,2.06,9.35,27.9,22.7,2.42,0.07,0.07,100.0,27.8,138.2,64.5,0.2,30.5,97.8,0.16,0.03,0.0,1.31,0.39,0.03,0.03,0.07,0.0,3.37,1.83,64.8,,250000000.0,646,646
646,Kevin De Bruyne,BEL,2.0,Manchester City,Premier League,30.0,30.0,25.0,2201.0,0.61,3.14,1.27,40.3,0.19,18.6,0.29,0.0,0.0,47.8,75.5,86.7,79.7,53.4,0.33,2.73,0.37,63.4,2.0,8.45,3.22,4.12,4.04,6.69,54.2,2.94,5.67,0.57,0.12,0.41,0.37,0.41,24.4,14.7,1.39,0.08,0.0,0.57,1.47,1.1,6.08,30.0,43.3,0.98,1.71,57.1,50.9,252.6,163.4,1.31,55.7,87.8,0.08,0.0,0.0,1.02,1.47,0.2,4.12,0.0,0.0,0.61,1.18,34.1,,8000000000.0,647,647
647,Konrad De La Fuente,USA,3.0,Marseille,Ligue 1,20.0,16.0,9.0,785.0,0.0,1.72,0.46,26.7,0.0,17.1,0.0,0.0,0.0,21.6,78.7,89.0,83.1,50.0,0.23,1.61,0.46,27.5,0.11,4.48,0.46,2.87,0.0,6.09,18.6,0.69,2.41,0.57,0.57,0.34,0.0,0.8,77.8,14.7,1.61,0.0,0.0,0.69,1.61,0.46,5.29,10.6,28.6,2.07,3.56,58.1,32.1,194.0,144.0,3.22,29.0,76.6,0.11,0.0,0.0,0.34,0.69,0.11,2.87,0.0,0.0,0.46,0.8,36.4,DF,0.0,648,648
648,Sebastien De Maio,FRA,1.0,Udinese,Serie A,35.0,2.0,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5,70.7,86.7,88.6,37.5,0.0,0.0,0.0,37.5,1.0,4.5,0.5,0.0,0.0,6.0,26.5,0.5,0.5,0.0,2.5,0.5,0.0,0.5,11.1,17.0,3.0,2.5,0.0,2.5,5.5,6.5,34.0,17.5,0.0,0.0,0.0,0.0,21.5,111.5,29.0,0.5,21.0,97.7,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,1.0,1.5,40.0,,0.0,649,649
649,Tommaso De Nipoti,ITA,2.0,Atalanta,Serie A,18.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,100.0,,0.0,650,650
650,Rodrigo De Paul,ARG,2.0,Atlético Madrid,La Liga,28.0,36.0,24.0,2151.0,0.13,0.96,0.38,39.1,0.13,22.4,0.0,0.0,0.0,47.1,79.2,88.5,87.3,59.8,0.04,1.72,0.29,59.4,2.97,10.9,4.02,1.51,1.88,1.26,55.6,2.26,3.56,0.21,0.92,1.05,0.38,0.96,46.0,21.1,1.46,0.13,0.0,1.3,3.64,1.13,13.1,44.1,18.2,1.0,1.67,60.0,50.6,275.5,146.5,1.05,49.5,92.6,0.29,0.0,0.0,2.01,2.89,0.04,1.51,0.0,0.0,0.54,1.17,31.7,,0.0,651,651
651,Mattia De Sciglio,ITA,1.0,Juventus,Serie A,29.0,20.0,13.0,1168.0,0.08,0.46,0.15,33.3,0.17,22.4,0.0,0.0,0.0,41.8,81.3,87.6,87.7,62.2,0.15,1.31,0.92,51.4,0.85,5.85,1.77,2.54,0.69,9.08,32.2,1.31,2.31,0.23,0.46,0.62,0.46,0.54,33.3,10.5,2.0,0.08,0.0,2.0,3.54,3.54,19.3,29.9,15.8,0.69,1.23,56.3,34.9,183.5,102.7,0.54,35.0,94.0,0.15,0.08,0.0,1.23,0.62,0.0,2.54,0.08,0.0,1.31,1.08,54.8,,450000000.0,652,652
652,Lorenzo De Silvestri,ITA,1.0,Bologna,Serie A,34.0,31.0,27.0,2294.0,0.12,0.63,0.24,37.5,0.19,9.7,0.0,0.0,0.0,39.2,74.2,83.0,80.6,43.5,0.08,0.98,0.51,52.8,0.78,7.61,0.59,1.88,0.0,4.75,33.0,1.33,1.53,0.08,0.75,0.35,0.04,0.43,32.4,9.92,2.04,0.31,0.0,1.18,2.31,3.61,19.9,31.6,14.9,0.27,0.75,36.8,32.6,168.8,88.9,0.78,38.9,88.1,0.27,0.0,0.0,1.22,1.06,0.12,1.88,0.0,0.0,3.53,2.35,60.0,,600000.0,653,653
653,Saulo Decarli,SUI,1.0,Bochum,Bundesliga,30.0,1.0,0.0,9.0,0.0,10.0,10.0,100.0,0.0,14.0,0.0,0.0,0.0,60.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,40.0,30.0,0.0,0.0,0.0,50.0,80.0,10.0,0.0,60.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,50.0,,0.0,654,654
654,Troy Deeney,ENG,3.0,Watford,Premier League,33.0,2.0,0.0,25.0,0.0,6.67,0.0,0.0,0.0,9.0,0.0,0.0,0.0,10.0,50.0,50.0,100.0,0.0,0.0,0.0,0.0,20.0,0.0,3.33,0.0,0.0,0.0,0.0,10.0,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,23.3,0.0,0.0,0.0,0.0,0.0,6.67,6.67,3.33,26.7,0.0,0.0,0.0,10.0,23.3,13.3,0.0,30.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,10.0,57.1,,0.0,655,655
